827.0, 394.0, 94.0, 162.0
811.0, 391.0, 87.0, 142.0
798.0, 359.0, 91.0, 156.0
777.0, 350.0, 92.0, 159.0
760.0, 339.0, 91.0, 157.0
799.0, 335.0, 92.0, 158.0
802.0, 316.0, 93.0, 160.0
796.0, 306.0, 92.0, 159.0
797.0, 291.0, 93.0, 160.0
799.0, 294.0, 92.0, 159.0
797.0, 282.0, 93.0, 161.0
793.0, 289.0, 92.0, 158.0
781.0, 313.0, 92.0, 159.0
793.0, 284.0, 93.0, 160.0
789.0, 289.0, 94.0, 161.0
793.0, 290.0, 94.0, 162.0
766.0, 312.0, 94.0, 162.0
767.0, 296.0, 93.0, 160.0
719.0, 360.0, 93.0, 161.0
747.0, 356.0, 93.0, 161.0
768.0, 369.0, 94.0, 161.0
768.0, 369.0, 93.0, 160.0
772.0, 389.0, 97.0, 159.0
774.0, 386.0, 96.0, 160.0
778.0, 385.0, 94.0, 159.0
777.0, 386.0, 93.0, 160.0
776.0, 387.0, 93.0, 162.0
774.0, 381.0, 96.0, 163.0
777.0, 384.0, 92.0, 162.0
777.0, 382.0, 96.0, 166.0
776.0, 381.0, 96.0, 168.0
773.0, 376.0, 96.0, 169.0
773.0, 376.0, 98.0, 171.0
772.0, 377.0, 98.0, 170.0
768.0, 376.0, 98.0, 168.0
767.0, 378.0, 101.0, 169.0
757.0, 375.0, 101.0, 171.0
760.0, 376.0, 100.0, 168.0
756.0, 376.0, 100.0, 166.0
756.0, 373.0, 103.0, 167.0
748.0, 371.0, 105.0, 169.0
742.0, 367.0, 105.0, 169.0
740.0, 363.0, 107.0, 169.0
741.0, 365.0, 108.0, 170.0
740.0, 362.0, 105.0, 167.0
740.0, 358.0, 107.0, 168.0
740.0, 361.0, 108.0, 167.0
740.0, 358.0, 110.0, 171.0
734.0, 360.0, 111.0, 173.0
732.0, 362.0, 110.0, 174.0
728.0, 362.0, 112.0, 176.0
721.0, 356.0, 112.0, 179.0
712.0, 363.0, 112.0, 174.0
713.0, 364.0, 109.0, 174.0
713.0, 364.0, 108.0, 172.0
713.0, 360.0, 109.0, 176.0
714.0, 362.0, 109.0, 174.0
716.0, 358.0, 110.0, 174.0
721.0, 361.0, 107.0, 174.0
717.0, 361.0, 110.0, 177.0
723.0, 366.0, 111.0, 174.0
720.0, 371.0, 116.0, 167.0
725.0, 375.0, 111.0, 162.0
736.0, 380.0, 107.0, 162.0
737.0, 379.0, 104.0, 161.0
741.0, 365.0, 108.0, 166.0
745.0, 361.0, 106.0, 165.0
745.0, 366.0, 108.0, 167.0
747.0, 361.0, 106.0, 167.0
754.0, 362.0, 103.0, 159.0
757.0, 366.0, 103.0, 161.0
752.0, 372.0, 104.0, 157.0
753.0, 381.0, 106.0, 161.0
752.0, 384.0, 107.0, 160.0
754.0, 384.0, 105.0, 159.0
757.0, 388.0, 104.0, 157.0
757.0, 393.0, 104.0, 158.0
755.0, 398.0, 105.0, 162.0
752.0, 390.0, 105.0, 161.0
753.0, 390.0, 108.0, 165.0
754.0, 384.0, 109.0, 170.0
754.0, 383.0, 109.0, 171.0
751.0, 378.0, 111.0, 174.0
757.0, 381.0, 111.0, 177.0
749.0, 384.0, 111.0, 175.0
752.0, 387.0, 111.0, 175.0
750.0, 393.0, 112.0, 179.0
753.0, 397.0, 111.0, 176.0
751.0, 397.0, 110.0, 174.0
757.0, 403.0, 109.0, 169.0
759.0, 406.0, 110.0, 168.0
754.0, 404.0, 111.0, 168.0
752.0, 406.0, 110.0, 168.0
754.0, 408.0, 108.0, 166.0
755.0, 403.0, 108.0, 169.0
760.0, 407.0, 109.0, 169.0
762.0, 408.0, 109.0, 168.0
762.0, 412.0, 110.0, 169.0
762.0, 410.0, 108.0, 167.0
759.0, 413.0, 110.0, 168.0
760.0, 420.0, 113.0, 166.0
758.0, 425.0, 113.0, 166.0
758.0, 423.0, 114.0, 169.0
760.0, 417.0, 112.0, 167.0
766.0, 419.0, 112.0, 167.0
765.0, 415.0, 111.0, 166.0
769.0, 420.0, 112.0, 169.0
771.0, 423.0, 113.0, 170.0
771.0, 421.0, 114.0, 170.0
769.0, 425.0, 113.0, 171.0
765.0, 423.0, 112.0, 171.0
765.0, 422.0, 112.0, 171.0
770.0, 424.0, 112.0, 169.0
767.0, 420.0, 110.0, 168.0
773.0, 423.0, 109.0, 166.0
774.0, 427.0, 111.0, 168.0
775.0, 431.0, 112.0, 169.0
772.0, 431.0, 114.0, 169.0
770.0, 433.0, 114.0, 171.0
764.0, 433.0, 113.0, 173.0
769.0, 428.0, 111.0, 170.0
