658	203	122	222
657	200	122	219
657	200	122	219
658	199	121	221
657	202	122	218
657	203	121	217
657	204	119	217
655	206	119	215
654	207	119	215
650	208	119	214
648	209	120	213
647	210	119	213
644	212	119	210
642	210	118	212
638	208	118	214
633	209	120	214
628	209	120	213
624	209	121	212
621	209	122	213
616	209	121	213
611	209	121	212
607	207	122	214
603	207	120	213
599	206	121	214
595	204	122	216
592	204	119	217
590	203	118	216
587	202	117	218
583	202	117	219
578	202	117	219
574	201	117	219
572	198	116	220
567	200	117	218
565	197	115	221
559	197	116	219
557	196	115	217
550	195	116	218
546	195	113	216
542	192	112	215
537	191	113	214
531	188	113	216
528	189	111	213
524	186	112	212
518	183	114	213
515	184	112	210
510	183	112	208
509	181	107	207
508	179	107	208
500	178	112	213
499	178	104	209
494	177	108	208
492	176	108	209
487	175	107	208
485	172	109	213
483	176	104	202
481	171	104	206
480	172	105	204
474	171	108	205
472	169	109	203
469	168	108	202
468	170	108	200
462	165	108	202
462	167	111	200
457	165	110	203
460	165	103	201
456	161	107	203
455	169	107	195
452	159	103	206
453	163	106	200
448	162	106	202
448	161	108	203
448	161	106	200
446	158	105	203
446	159	109	205
443	156	110	204
444	160	105	196
443	155	103	202
443	156	104	200
442	156	104	198
443	157	106	199
443	157	105	201
443	156	105	203
439	157	109	203
441	153	110	204
444	159	106	196
443	157	98	200
441	155	102	197
442	156	105	200
444	158	101	195
444	157	104	197
442	158	108	197
440	156	104	203
441	153	107	204
443	157	106	197
443	152	105	203
440	157	106	198
439	153	109	204
437	157	109	200
437	153	104	203
434	155	109	204
436	154	104	202
436	156	104	200
437	155	104	201
438	156	101	197
436	156	102	196
437	157	105	195
435	158	108	198
435	157	104	199
435	156	105	201
436	155	102	198
434	154	103	192
433	155	107	189
433	154	107	193
433	153	109	199
433	151	104	200
433	151	108	197
432	148	106	202
431	148	107	204
431	149	107	204
432	147	111	209
433	147	108	209
433	146	109	207
435	144	110	208
436	141	110	212
438	139	107	209
440	137	105	209
446	137	102	206
447	137	103	203
451	136	100	205
453	133	100	210
452	138	105	206
450	134	106	213
450	130	103	218
450	138	104	210
447	138	104	210
447	135	105	212
445	133	106	212
446	128	107	217
446	138	107	209
448	137	106	211
447	132	105	215
446	134	109	213
447	134	107	213
446	133	107	213
446	134	109	214
450	137	107	208
450	138	107	209
453	140	104	208
455	145	103	198
460	152	98	195
462	154	98	198
465	159	96	205
466	165	100	217
469	172	97	211
477	177	87	203
483	184	91	226
489	188	91	227
495	189	88	228
501	192	139	240
504	187	146	256
509	192	119	243
510	193	144	250
508	190	163	258
506	190	143	253
503	190	149	255
503	188	159	261
501	187	139	241
501	182	121	240
500	182	108	227
501	178	121	240
503	179	141	242
502	181	143	248
506	191	162	244
509	184	164	256
512	190	148	250
515	188	153	252
516	195	139	250
518	203	140	241
517	211	145	240
516	216	127	237
522	221	126	236
523	229	131	239
526	225	124	238
528	228	128	235
529	226	120	232
530	221	124	234
528	221	120	235
525	220	118	229
520	228	119	221
514	226	119	215
507	217	123	217
504	213	122	214
501	205	125	217
499	203	123	214
496	187	125	226
493	179	126	228
489	176	127	224
485	167	124	227
483	158	121	229
480	147	120	234
477	137	124	236
475	126	126	241
473	119	122	242
471	117	125	239
469	108	126	245
465	105	127	244
466	102	132	244
466	98	127	245
466	96	125	243
467	93	121	244
467	100	121	230
465	92	121	236
465	90	126	235
467	89	118	234
464	88	124	232
466	81	125	238
466	79	126	242
465	76	127	240
464	77	131	240
466	70	126	246
466	73	129	245
466	82	128	235
467	74	130	242
466	88	127	228
467	82	122	235
467	81	126	239
468	82	126	235
468	76	128	242
468	90	127	228
470	83	117	233
468	90	123	231
468	89	121	229
468	88	121	229
467	87	128	234
468	82	121	237
469	85	123	236
469	84	125	234
471	75	118	243
470	79	124	241
470	82	126	237
472	78	120	241
471	75	122	245
470	82	129	237
473	71	122	248
470	86	125	235
472	75	117	243
469	77	128	245
468	85	131	234
471	74	121	246
467	84	132	233
473	70	117	249
470	75	117	243
471	74	119	244
469	81	126	239
472	73	121	245
469	89	121	231
472	84	120	233
472	78	120	237
470	80	126	237
470	83	129	234
474	71	128	248
471	62	122	254
467	94	134	224
471	78	127	240
468	77	136	240
468	86	131	230
469	78	131	238
470	82	123	232
471	74	120	236
470	74	118	230
470	65	125	232
470	42	137	245
471	27	127	255
473	23	135	252
471	23	133	251
468	21	145	252
469	25	134	249
465	24	137	251
466	35	143	239
464	30	143	249
463	31	139	252
462	44	130	247
461	63	119	239
459	60	135	260
457	74	127	247
454	72	135	258
450	93	134	242
447	77	126	261
437	85	163	307
428	92	170	304
426	98	173	297
424	97	174	297
425	110	174	285
422	99	179	298
420	114	178	282
420	103	180	292
420	119	178	277
424	110	176	286
