189	262	41	46
199	246	22	77
198	244	23	79
199	244	23	79
198	242	23	80
197	244	23	79
196	242	23	79
191	246	26	77
181	246	33	70
158	254	30	77
140	266	34	68
124	272	38	61
120	275	37	53
121	277	40	52
125	279	43	60
134	279	38	59
157	270	16	69
199	259	14	59
172	267	10	75
197	259	10	59
188	262	10	73
170	269	10	76
197	262	17	65
195	262	11	67
192	264	10	74
195	263	18	63
155	268	34	68
100	285	42	57
134	275	23	68
171	258	29	80
78	284	43	64
92	284	34	61
101	288	33	61
106	289	33	57
107	288	33	67
106	288	33	69
102	286	36	67
101	287	38	66
111	288	28	63
114	285	33	62
120	291	30	58
119	291	31	59
124	287	27	61
121	287	27	62
121	285	25	64
104	287	38	61
176	261	10	88
187	259	26	86
81	291	41	60
79	292	38	57
78	292	38	59
106	280	59	67
173	262	36	82
89	289	39	60
186	263	28	82
101	286	30	67
187	262	22	77
98	284	34	66
185	262	20	82
96	288	36	63
188	262	27	80
99	289	34	62
100	289	36	60
116	282	21	66
101	286	34	62
165	266	10	82
184	258	29	88
101	287	32	61
130	275	14	70
130	272	39	76
104	288	29	59
103	284	36	62
117	283	20	64
103	285	33	62
167	263	10	84
188	257	28	88
109	288	31	56
115	283	37	63
124	284	36	59
125	280	50	60
194	250	21	74
193	252	13	83
196	253	11	69
193	253	20	60
116	288	36	46
127	274	35	71
188	251	25	78
97	277	63	68
93	281	34	63
113	272	45	61
104	276	39	57
114	277	33	63
114	279	36	67
115	280	38	63
114	280	38	63
122	279	32	66
114	281	38	62
116	280	39	63
115	283	38	60
117	284	38	59
117	285	37	58
117	286	38	60
116	284	40	60
117	286	37	60
122	286	33	60
122	287	31	61
122	286	32	61
123	289	30	59
127	286	27	63
170	264	10	83
197	250	19	44
198	251	17	45
197	250	18	43
198	250	16	40
197	250	17	43
198	251	17	42
198	250	16	42
197	251	16	42
198	250	17	41
198	251	16	39
197	250	17	42
197	252	17	39
197	252	18	41
197	251	18	41
194	252	19	39
191	248	23	43
122	283	38	59
120	290	32	57
119	287	36	59
116	289	39	57
117	291	38	55
120	292	39	53
122	292	37	54
122	290	39	56
126	290	36	56
129	292	33	54
123	286	44	58
132	288	41	58
144	290	35	50
150	292	35	47
157	292	35	46
157	293	38	46
157	293	39	50
157	293	39	51
157	294	41	48
158	294	40	49
158	295	38	48
158	297	37	47
157	295	38	49
158	295	38	49
156	296	39	47
159	297	37	47
156	296	40	47
156	298	39	47
157	297	39	47
156	298	40	47
157	298	38	46
158	297	36	48
158	299	35	46
157	298	35	47
157	298	35	47
158	297	34	49
158	299	33	44
154	298	36	41
151	297	38	47
151	296	34	50
152	295	35	52
158	298	33	48
165	298	37	51
172	298	35	52
176	299	35	50
177	302	32	50
174	302	35	53
173	304	34	47
163	305	41	49
164	306	35	49
163	305	37	50
164	305	39	51
167	303	40	51
166	304	37	49
163	302	40	52
159	305	40	47
152	305	37	48
148	305	37	48
143	302	41	50
143	301	42	46
157	297	31	52
163	292	34	56
163	288	43	49
167	284	45	51
187	241	30	92
188	245	32	95
188	251	30	91
185	257	27	80
164	268	45	68
164	264	44	75
151	273	49	67
177	272	36	57
187	274	13	64
194	273	20	56
194	273	17	53
195	274	17	50
195	276	18	48
195	277	18	47
195	277	18	47
195	278	18	45
196	279	18	44
195	279	19	44
196	279	19	45
189	278	25	47
186	282	27	48
181	286	23	56
155	298	47	57
144	303	51	53
156	296	50	58
190	274	28	61
182	273	34	77
191	273	29	74
200	273	27	70
200	273	37	72
199	269	32	77
193	267	29	76
177	287	36	60
175	305	35	41
167	305	43	47
157	307	43	47
157	308	47	46
159	309	42	44
164	305	47	51
166	310	45	50
176	288	39	73
173	306	44	55
172	311	42	51
172	309	41	55
171	315	41	49
171	316	40	48
171	318	41	48
168	318	43	49
169	318	43	50
170	318	42	49
170	319	41	49
170	319	41	49
171	318	41	50
172	318	41	50
171	317	41	53
171	318	41	52
170	318	41	52
