715	395	108	323
712	379	108	321
708	365	110	322
702	350	111	325
699	344	110	327
696	335	111	322
690	320	113	325
691	308	110	325
686	295	112	324
685	284	110	323
683	272	110	324
677	262	114	324
673	250	113	329
672	243	111	327
667	234	111	331
663	223	112	331
658	218	114	334
655	210	114	334
650	205	115	336
646	201	117	337
642	197	116	339
638	192	115	343
633	186	116	345
629	183	118	343
624	181	119	349
620	181	119	351
616	181	119	349
613	181	119	349
609	176	119	348
612	173	118	351
610	173	118	348
609	173	120	352
611	175	120	349
610	176	119	348
609	177	121	352
610	179	121	350
611	180	122	349
609	179	121	350
607	173	120	352
608	174	120	360
603	173	123	352
597	173	132	362
608	174	127	345
611	170	122	358
595	172	136	350
593	172	138	344
598	171	127	343
580	170	143	354
574	171	145	361
573	175	142	350
574	171	137	361
569	173	141	369
568	172	140	371
573	178	135	348
595	169	112	352
608	175	109	336
608	160	150	349
573	106	189	415
568	8	170	465
608	181	115	326
610	173	112	339
609	176	112	336
606	205	114	307
590	203	141	311
613	96	132	412
591	64	171	447
597	58	223	399
664	14	151	348
620	21	179	438
613	42	263	360
573	102	274	338
614	133	237	264
590	177	212	303
593	178	154	305
600	179	116	318
598	181	110	313
595	184	112	316
595	182	111	316
593	174	110	323
591	172	122	331
592	175	131	308
593	181	111	295
590	175	104	320
586	170	108	316
590	167	139	271
588	163	116	286
587	156	120	302
588	153	112	301
593	152	107	307
595	153	106	304
598	154	104	301
603	152	100	300
604	155	100	298
607	158	98	295
604	155	101	298
609	157	100	295
612	157	101	293
612	159	102	290
611	157	106	290
621	150	99	293
626	150	99	289
634	151	97	288
637	146	98	285
636	138	99	287
634	136	104	289
637	133	101	290
639	134	102	293
634	137	106	293
633	144	105	295
623	147	110	294
620	153	109	298
615	155	108	298
613	150	106	301
605	148	116	305
613	148	114	305
607	145	120	311
606	155	120	302
609	160	112	305
615	165	106	307
612	166	109	304
612	167	108	317
607	168	117	314
606	169	120	316
605	164	116	329
606	166	114	333
597	176	116	327
592	175	116	333
585	174	121	337
586	177	122	335
579	178	131	332
587	174	121	337
587	171	132	345
595	167	123	344
603	164	128	358
612	161	122	348
621	158	129	357
625	161	134	347
633	161	131	345
642	163	129	362
653	163	124	352
653	167	131	366
657	171	123	353
656	168	128	367
653	169	144	362
648	168	141	369
650	170	133	366
638	172	149	356
632	166	152	342
630	168	141	364
629	166	137	371
630	166	126	373
628	163	122	371
624	160	123	363
623	157	124	363
623	162	123	358
617	160	125	360
613	158	123	361
609	156	122	356
606	156	117	354
603	153	119	368
602	152	122	370
598	151	124	373
600	148	129	374
602	144	139	372
608	143	142	371
605	138	143	373
603	133	153	355
606	136	153	344
612	118	145	360
614	113	150	357
615	96	151	374
609	66	162	385
607	39	174	440
615	4	165	397
634	6	158	400
642	0	163	382
662	0	164	356
670	0	165	344
670	0	163	343
671	0	167	361
662	1	187	414
639	0	179	430
631	13	180	456
619	1	176	492
610	6	155	485
612	14	164	485
617	38	164	471
626	53	154	458
638	62	153	471
646	73	152	460
654	75	163	462
669	78	162	420
680	47	172	422
694	40	165	436
720	57	161	407
732	72	175	419
727	204	191	326
745	50	201	451
712	32	230	459
709	71	218	445
696	115	217	405
690	111	216	422
675	127	216	432
658	121	245	476
659	145	254	520
650	139	281	501
681	139	271	504
681	117	296	505
702	119	273	516
712	114	275	513
705	110	287	508
716	104	269	511
720	110	252	498
727	111	234	504
723	111	235	504
715	107	241	511
712	100	236	511
714	102	224	506
702	247	240	374
688	80	220	506
675	331	204	296
620	251	154	367
615	262	222	361
610	265	172	382
605	219	178	417
616	234	168	424
592	264	144	429
584	272	171	440
618	442	285	260
655	353	261	348
660	328	261	352
665	63	283	611
668	45	298	613
675	48	291	611
676	55	295	586
652	6	330	610
671	20	310	595
667	30	305	584
658	48	291	555
664	48	289	552
653	66	289	540
639	78	282	549
642	88	276	534
636	93	262	524
636	88	240	512
636	89	242	506
638	292	230	307
618	357	271	253
627	356	237	260
614	355	135	242
699	169	170	440
695	84	180	508
661	104	229	509
681	115	247	507
669	116	247	506
665	378	264	251
677	313	230	315
674	313	181	315
661	280	151	358
621	140	172	499
621	137	176	493
593	130	191	501
563	118	207	510
566	124	207	503
549	116	212	508
545	115	203	490
543	124	202	482
539	113	183	478
531	98	178	471
530	99	187	480
522	86	185	474
512	56	188	486
513	48	191	501
508	15	195	518
491	2	210	503
496	0	202	505
484	1	227	490
478	8	221	476
472	2	280	470
475	12	232	455
471	6	235	446
469	7	222	448
466	6	254	438
464	0	222	445
462	0	222	444
461	3	222	440
466	2	217	441
