317	211	170	199
313	211	177	194
313	209	178	195
312	210	179	194
312	211	182	194
313	211	179	195
312	211	178	195
311	210	178	196
310	211	178	194
309	211	179	195
307	210	179	196
306	212	184	196
303	211	186	199
301	211	178	200
299	211	175	200
296	212	178	198
294	213	182	198
291	212	186	199
288	213	189	200
285	213	188	197
282	213	190	198
279	213	190	200
278	214	190	202
273	213	195	200
271	214	193	198
269	213	194	198
267	214	193	198
266	213	195	199
263	213	195	200
263	213	195	199
262	212	194	199
260	214	196	199
261	213	193	199
259	212	196	199
259	213	195	199
258	212	195	199
257	214	189	197
257	213	181	195
257	213	188	195
257	212	193	193
257	212	185	193
257	210	177	192
256	209	174	191
256	207	172	190
257	205	176	191
256	202	179	188
253	199	190	190
256	191	193	194
272	167	223	230
340	223	230	270
339	258	204	234
327	283	216	211
321	267	213	223
314	284	209	203
311	270	220	216
307	285	221	199
308	279	219	205
305	283	207	201
301	280	213	203
301	282	221	201
300	278	219	205
297	278	219	204
296	278	206	201
299	270	218	207
297	279	199	196
299	269	226	207
298	278	208	198
297	276	202	197
299	270	208	204
300	274	207	200
301	273	206	200
298	268	214	205
299	273	201	198
300	270	217	202
298	274	213	198
298	274	218	197
298	271	207	201
298	267	211	205
300	277	197	194
298	271	213	201
302	273	199	198
302	271	206	200
301	273	190	200
304	262	217	212
301	275	203	198
303	273	196	202
303	270	203	204
303	270	208	203
306	272	219	199
305	274	206	200
301	273	211	200
302	277	205	197
300	265	209	209
299	270	221	204
298	275	218	201
295	275	222	201
292	273	218	202
292	280	218	197
293	276	208	197
292	279	212	194
293	276	208	198
294	277	208	194
293	275	213	195
295	277	204	193
294	275	221	196
299	274	207	195
300	274	210	194
302	271	214	196
302	271	207	194
302	271	209	194
301	270	209	196
301	269	205	197
301	266	212	199
301	269	203	194
301	269	217	193
305	264	205	195
304	266	211	193
305	267	203	192
304	267	206	191
304	269	211	192
307	271	204	192
306	272	206	193
307	280	204	188
308	275	211	196
308	280	206	190
310	282	200	190
309	281	205	192
308	279	202	196
309	288	205	188
311	285	210	193
311	290	208	188
313	288	203	191
313	293	205	186
314	292	204	189
316	295	203	186
317	292	208	189
318	293	215	191
319	306	214	178
318	295	217	188
319	303	214	179
319	296	217	187
320	302	215	180
319	295	217	187
320	296	210	187
319	286	215	195
326	269	206	210
337	243	188	238
355	236	177	237
368	234	167	231
370	236	170	217
356	219	180	222
339	210	181	209
332	204	173	204
321	203	169	192
301	208	158	183
597	0	166	177
274	229	142	169
597	0	98	172
320	231	105	148
285	230	144	172
284	230	148	177
285	230	149	178
284	229	147	178
284	229	147	184
289	221	169	174
558	25	199	245
543	50	190	248
286	227	140	226
287	228	146	224
287	227	146	225
286	227	144	226
288	227	141	226
288	226	141	227
288	226	143	226
288	226	146	224
287	226	149	225
287	227	146	225
287	226	145	226
288	226	145	225
288	225	147	226
289	227	148	224
288	225	150	225
288	226	150	225
288	224	150	225
288	224	149	225
288	224	150	225
288	224	150	224
288	222	151	225
288	223	152	224
288	221	150	225
288	220	150	225
288	218	151	226
288	218	148	226
288	216	150	227
288	214	151	227
287	213	150	226
287	210	154	226
288	209	153	225
288	209	155	225
288	207	155	224
288	205	153	226
288	201	153	228
288	200	154	228
288	199	152	228
288	196	151	228
288	195	150	228
288	194	150	228
288	190	150	228
288	189	151	228
288	186	151	229
288	184	151	229
288	181	152	229
287	179	150	230
288	175	148	229
287	172	149	230
288	170	147	229
288	168	147	229
